DATETIME,ERRORLEVEL,TAG,VALUE,LINE,FILE
"2022-01-14 13:07:48",INFO,DV,"Creado (ID: 66415): https://drive.google.com/open?id=1x4zthLBi_2EyQb3nvk-DpiqOJZOeLYm1",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:07:48",INFO,DB,"Insertado en la base de datos (ID: 66415 - 1x4zthLBi_2EyQb3nvk-DpiqOJZOeLYm1)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:07:51",INFO,DV,"Creado (ID: 66418): https://drive.google.com/open?id=1lgcoQ7-IZAJ-SXdmUoMbQo-ngOzpTmBA",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:07:51",INFO,DB,"Insertado en la base de datos (ID: 66418 - 1lgcoQ7-IZAJ-SXdmUoMbQo-ngOzpTmBA)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:07:55",INFO,DV,"Creado (ID: 66420): https://drive.google.com/open?id=1GWAJwyoLBow6XhsjYnZqqyXHIy4KynXN",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:07:55",INFO,DB,"Insertado en la base de datos (ID: 66420 - 1GWAJwyoLBow6XhsjYnZqqyXHIy4KynXN)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:07:57",INFO,DV,"Creado (ID: 66421): https://drive.google.com/open?id=1rDTn47RC0S44e0ooU30YDuUYvbs_KuIX",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:07:57",INFO,DB,"Insertado en la base de datos (ID: 66421 - 1rDTn47RC0S44e0ooU30YDuUYvbs_KuIX)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:00",INFO,DV,"Creado (ID: 66424): https://drive.google.com/open?id=1Fei1Mct_G6PZfQfHrh43zh_RKOiYvrs5",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:00",INFO,DB,"Insertado en la base de datos (ID: 66424 - 1Fei1Mct_G6PZfQfHrh43zh_RKOiYvrs5)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:03",INFO,DV,"Creado (ID: 66438): https://drive.google.com/open?id=1atzVLyLUlB77OkadURlx0NOeKpFToEMn",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:03",INFO,DB,"Insertado en la base de datos (ID: 66438 - 1atzVLyLUlB77OkadURlx0NOeKpFToEMn)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:06",INFO,DV,"Creado (ID: 66439): https://drive.google.com/open?id=1iZbSkBkKWMFayI9I60nUFYfjY5gITitJ",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:06",INFO,DB,"Insertado en la base de datos (ID: 66439 - 1iZbSkBkKWMFayI9I60nUFYfjY5gITitJ)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:09",INFO,DV,"Creado (ID: 66445): https://drive.google.com/open?id=1TCr-rUkRGaBqCPmZYJhqBe2e3WL-NImB",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:09",INFO,DB,"Insertado en la base de datos (ID: 66445 - 1TCr-rUkRGaBqCPmZYJhqBe2e3WL-NImB)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:12",INFO,DV,"Creado (ID: 66448): https://drive.google.com/open?id=1_7xXLmX0lhXCvxURbPK2gJl1O1H9xlm-",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:12",INFO,DB,"Insertado en la base de datos (ID: 66448 - 1_7xXLmX0lhXCvxURbPK2gJl1O1H9xlm-)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:15",INFO,DV,"Creado (ID: 66452): https://drive.google.com/open?id=1VP1JUubfK60JYLYicoQSiNaSiEVFg13W",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:15",INFO,DB,"Insertado en la base de datos (ID: 66452 - 1VP1JUubfK60JYLYicoQSiNaSiEVFg13W)",55,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
"2022-01-14 13:08:19",INFO,DV,"Creado (ID: 66453): https://drive.google.com/open?id=1TD5MitiJ0DM1a-UzkGhTdqhI-ZTBXstc",45,/home/u713516042/domains/transmillas.com/public_html/pruebas/drive/backup-documentos.php
